,section,section_short,subsection,qID,question,doc_type,model,colour,mean_answer_given,std_answer_given
1370,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,readme,gpt-5-nano,blue,0.0,0.0
1371,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,readme,gpt-5.4-mini,blue,0.0,0.0
1372,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,readme,gpt-5.4-nano,blue,0.0,0.0
1373,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,readme,o3-mini,blue,0.0,0.0
1374,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,gpt-4o-mini_temp0,blue,0.0,0.0
1375,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,gpt-5-mini,blue,0.25,0.5
1376,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,gpt-5-nano,blue,0.25,0.5
1377,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,gpt-5.4-mini,blue,0.0,0.0
1378,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,gpt-5.4-nano,blue,0.0,0.0
1379,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,sop,o3-mini,blue,0.25,0.5
1380,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,gpt-4o-mini_temp0,blue,0.0,
1381,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,gpt-5-mini,blue,0.0,
1382,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,gpt-5-nano,blue,0.0,
1383,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,gpt-5.4-mini,blue,0.0,
1384,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,gpt-5.4-nano,blue,0.0,
1385,2. General information,2. General information,2.6 Name and email of contact person,15,Provide the details of the principal contact person.,toxtemp,o3-mini,blue,0.0,
1386,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,gpt-4o-mini_temp0,blue,0.0,0.0
1387,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,gpt-5-mini,blue,0.0,0.0
1388,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,gpt-5-nano,blue,0.0,0.0
1389,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,gpt-5.4-mini,blue,0.16666666666666666,0.408248290463863
1390,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,gpt-5.4-nano,blue,0.0,0.0
1391,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",abstract,o3-mini,blue,0.16666666666666666,0.408248290463863
1392,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,gpt-4o-mini_temp0,blue,0.0,0.0
1393,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,gpt-5-mini,blue,0.35714285714285715,0.4972451580988469
1394,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,gpt-5-nano,blue,0.6428571428571429,0.4972451580988469
1395,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,gpt-5.4-mini,blue,0.35714285714285715,0.4972451580988469
1396,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,gpt-5.4-nano,blue,0.0,0.0
1397,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",article,o3-mini,blue,0.9285714285714286,0.2672612419124244
1398,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,gpt-4o-mini_temp0,blue,0.0,0.0
1399,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,gpt-5-mini,blue,0.5,0.5345224838248488
1400,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,gpt-5-nano,blue,0.625,0.5175491695067657
1401,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,gpt-5.4-mini,blue,0.5,0.5345224838248488
1402,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,gpt-5.4-nano,blue,0.0,0.0
1403,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",combined,o3-mini,blue,1.0,0.0
1404,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,gpt-4o-mini_temp0,blue,0.0,0.0
1405,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,gpt-5-mini,blue,0.0,0.0
1406,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,gpt-5-nano,blue,0.0,0.0
1407,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,gpt-5.4-mini,blue,0.14285714285714285,0.37796447300922725
1408,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,gpt-5.4-nano,blue,0.0,0.0
1409,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",description,o3-mini,blue,0.0,0.0
1410,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,gpt-4o-mini_temp0,blue,0.3333333333333333,0.5773502691896258
1411,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,gpt-5-mini,blue,0.3333333333333333,0.5773502691896258
1412,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,gpt-5-nano,blue,0.3333333333333333,0.5773502691896258
1413,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,gpt-5.4-mini,blue,0.6666666666666666,0.5773502691896258
1414,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,gpt-5.4-nano,blue,0.0,0.0
1415,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",dmp,o3-mini,blue,0.6666666666666666,0.5773502691896258
1416,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,gpt-4o-mini_temp0,blue,0.6,0.5477225575051661
1417,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,gpt-5-mini,blue,0.0,0.0
1418,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,gpt-5-nano,blue,0.6,0.5477225575051661
1419,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,gpt-5.4-mini,blue,0.4,0.5477225575051661
1420,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,gpt-5.4-nano,blue,0.0,0.0
1421,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",meta_data,o3-mini,blue,0.6,0.5477225575051661
1422,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,gpt-4o-mini_temp0,blue,0.0,0.0
1423,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,gpt-5-mini,blue,0.0,0.0
1424,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,gpt-5-nano,blue,0.0,0.0
1425,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,gpt-5.4-mini,blue,0.0,0.0
1426,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,gpt-5.4-nano,blue,0.0,0.0
1427,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",processed_data,o3-mini,blue,0.0,0.0
1428,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,gpt-4o-mini_temp0,blue,0.05,0.22360679774997896
1429,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,gpt-5-mini,blue,0.0,0.0
1430,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,gpt-5-nano,blue,0.1,0.3077935056255462
1431,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,gpt-5.4-mini,blue,0.0,0.0
1432,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,gpt-5.4-nano,blue,0.05,0.22360679774997894
1433,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",protocol,o3-mini,blue,0.1,0.3077935056255462
1434,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,gpt-4o-mini_temp0,blue,0.0,0.0
1435,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,gpt-5-mini,blue,0.0,0.0
1436,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,gpt-5-nano,blue,0.0,0.0
1437,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,gpt-5.4-mini,blue,0.0,0.0
1438,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,gpt-5.4-nano,blue,0.0,0.0
1439,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",readme,o3-mini,blue,0.125,0.3535533905932738
1440,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,gpt-4o-mini_temp0,blue,0.0,0.0
1441,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,gpt-5-mini,blue,0.0,0.0
1442,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,gpt-5-nano,blue,0.25,0.5
1443,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,gpt-5.4-mini,blue,0.25,0.5
1444,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,gpt-5.4-nano,blue,0.0,0.0
1445,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",sop,o3-mini,blue,0.5,0.5773502691896257
1446,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,gpt-4o-mini_temp0,blue,0.0,
1447,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,gpt-5-mini,blue,0.0,
1448,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,gpt-5-nano,blue,0.0,
1449,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,gpt-5.4-mini,blue,0.0,
1450,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,gpt-5.4-nano,blue,0.0,
1451,2. General information,2. General information,2.7 Name of further persons involved,16,"For example, the principal investigator (PI) of the lab, the person who conducted the experiments, etc.",toxtemp,o3-mini,blue,0.0,
1452,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,gpt-4o-mini_temp0,blue,0.0,0.0
1453,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,gpt-5-mini,blue,0.16666666666666666,0.408248290463863
1454,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,gpt-5-nano,blue,0.3333333333333333,0.5163977794943223
1455,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,gpt-5.4-mini,blue,0.3333333333333333,0.5163977794943223
1456,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,gpt-5.4-nano,blue,0.0,0.0
1457,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",abstract,o3-mini,blue,0.3333333333333333,0.5163977794943222
1458,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,gpt-4o-mini_temp0,blue,0.14285714285714285,0.36313651960128146
1459,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,gpt-5-mini,blue,0.7142857142857143,0.46880723093849547
1460,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,gpt-5-nano,blue,0.5,0.5188745216627708
1461,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,gpt-5.4-mini,blue,0.5,0.5188745216627708
1462,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,gpt-5.4-nano,blue,0.07142857142857142,0.2672612419124244
1463,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",article,o3-mini,blue,0.8571428571428571,0.36313651960128146
1464,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,gpt-4o-mini_temp0,blue,0.875,0.3535533905932738
1465,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,gpt-5-mini,blue,1.0,0.0
1466,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,gpt-5-nano,blue,0.875,0.3535533905932738
1467,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,gpt-5.4-mini,blue,0.875,0.3535533905932738
1468,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,gpt-5.4-nano,blue,0.25,0.4629100498862757
1469,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",combined,o3-mini,blue,1.0,0.0
1470,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,gpt-4o-mini_temp0,blue,0.0,0.0
1471,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,gpt-5-mini,blue,0.2857142857142857,0.4879500364742666
1472,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,gpt-5-nano,blue,0.5714285714285714,0.5345224838248488
1473,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,gpt-5.4-mini,blue,0.5714285714285714,0.5345224838248488
1474,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,gpt-5.4-nano,blue,0.0,0.0
1475,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",description,o3-mini,blue,0.14285714285714285,0.37796447300922725
1476,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,gpt-4o-mini_temp0,blue,0.3333333333333333,0.5773502691896258
1477,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,gpt-5-mini,blue,0.0,0.0
1478,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,gpt-5-nano,blue,0.6666666666666666,0.5773502691896258
1479,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,gpt-5.4-mini,blue,0.3333333333333333,0.5773502691896258
1480,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,gpt-5.4-nano,blue,0.0,0.0
1481,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",dmp,o3-mini,blue,1.0,0.0
1482,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,gpt-4o-mini_temp0,blue,0.0,0.0
1483,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,gpt-5-mini,blue,0.8,0.4472135954999579
1484,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,gpt-5-nano,blue,1.0,0.0
1485,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,gpt-5.4-mini,blue,0.8,0.4472135954999579
1486,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,gpt-5.4-nano,blue,0.0,0.0
1487,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",meta_data,o3-mini,blue,1.0,0.0
1488,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,gpt-4o-mini_temp0,blue,0.3333333333333333,0.5773502691896258
1489,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,gpt-5-mini,blue,1.0,0.0
1490,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,gpt-5-nano,blue,1.0,0.0
1491,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,gpt-5.4-mini,blue,1.0,0.0
1492,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,gpt-5.4-nano,blue,0.0,0.0
1493,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",processed_data,o3-mini,blue,1.0,0.0
1494,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,gpt-4o-mini_temp0,blue,0.1,0.30779350562554625
1495,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,gpt-5-mini,blue,0.7,0.4701623459816272
1496,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,gpt-5-nano,blue,0.5,0.512989176042577
1497,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,gpt-5.4-mini,blue,0.7,0.47016234598162726
1498,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,gpt-5.4-nano,blue,0.0,0.0
1499,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",protocol,o3-mini,blue,0.9,0.3077935056255462
1500,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,gpt-4o-mini_temp0,blue,1.0,0.0
1501,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,gpt-5-mini,blue,0.75,0.46291004988627577
1502,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,gpt-5-nano,blue,1.0,0.0
1503,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,gpt-5.4-mini,blue,0.875,0.3535533905932738
1504,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,gpt-5.4-nano,blue,0.5,0.5345224838248488
1505,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",readme,o3-mini,blue,1.0,0.0
1506,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,gpt-4o-mini_temp0,blue,0.25,0.5
1507,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,gpt-5-mini,blue,0.25,0.5
1508,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,gpt-5-nano,blue,0.75,0.5
1509,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,gpt-5.4-mini,blue,0.5,0.5773502691896257
1510,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,gpt-5.4-nano,blue,0.0,0.0
1511,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",sop,o3-mini,blue,1.0,0.0
1512,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",toxtemp,gpt-4o-mini_temp0,blue,0.0,
1513,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",toxtemp,gpt-5-mini,blue,0.0,
1514,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",toxtemp,gpt-5-nano,blue,0.0,
1515,2. General information,2. General information,2.8 Reference to additional files of relevance,17,"Supply number of supporting files. Describe supporting files (e.g. metadata files, instrument settings, calculation template, raw data file, etc.).",toxtemp,gpt-5.4-mini,blue,0.0,
