Unnamed: 0,section,section_short,subsection,qID,question,model,colour,doc_type
141,3. Description of general features of the test system source,3. Test system source,3.3 Characterization and definition of source cells,20,"List quantitative and semi-quantitative features that define your cell source/starting cell population. For test methods that are based on differentiation, describe your initial cells, e.g. iPSC, proliferating SH-SY5Y; the differentiated cells are described in section 4. Define cell identity, e.g. by STR signature (where available), karyotype information, sex (where available and relevant), ATCC number, passage number, source (supplier), sub-line (where relevant), source of primary material, purity of the cells, etc. Describe defining biological features you have measured or that are FIRMLY established (use simple listing, limit to max. 0.5 pages), e.g. the cells express specific marker genes, have specific surface antigens, lack certain markers, have or lack a relevant metabolic or transporting capacity, have a doubling time of x hours, etc. Transgenic cell lines have particular requirements concerning the characterization of the genetic manipulation (type of transgene, type of vector, integration/deletion site(s), stability, etc.). Organoids and microphysiological systems (MPS) may need some special/additional considerations as detailed in Pamies et al. (2018) and Marx et al. (2016), e.g. ratio of cell types used, percent of normal cells in tumor spheroids created from resected tissue; derivation of cells for re-aggregating brain cultures.",o3-mini,green,"article, combined, description, dmp, meta_data, processed_data, protocol, sop, toxtemp"
142,3. Description of general features of the test system source,3. Test system source,3.4 Acceptance criteria for source cell population,21,"Describe the acceptance criteria (AC) for your initial cells (i.e. the quality criteria for your proliferating cell line, tissue for isolation, organism, etc.). Which specifications do you consider to describe the material, which quality control criteria have to be fulfilled (e.g. pathogen-free)? Which functional parameters (e.g. certain biological responses to reference substances) are important? For iPSC maintenance: How do you control pluripotency? How stable are your cells over several passages? Which passage(s) are valid? For primary cells: Show stability and identity of supply; demonstrate stability of function (e.g. xenobiotic metabolism). Quantitative definitions for AC should be given based on this defining information. Exclusion criteria (features to be absent) are also important. As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems.",gpt-4o-mini_temp0,yellow,"combined, toxtemp"
143,3. Description of general features of the test system source,3. Test system source,3.4 Acceptance criteria for source cell population,21,"Describe the acceptance criteria (AC) for your initial cells (i.e. the quality criteria for your proliferating cell line, tissue for isolation, organism, etc.). Which specifications do you consider to describe the material, which quality control criteria have to be fulfilled (e.g. pathogen-free)? Which functional parameters (e.g. certain biological responses to reference substances) are important? For iPSC maintenance: How do you control pluripotency? How stable are your cells over several passages? Which passage(s) are valid? For primary cells: Show stability and identity of supply; demonstrate stability of function (e.g. xenobiotic metabolism). Quantitative definitions for AC should be given based on this defining information. Exclusion criteria (features to be absent) are also important. As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems.",gpt-5-nano,yellow,"article, combined, sop, toxtemp"
144,3. Description of general features of the test system source,3. Test system source,3.4 Acceptance criteria for source cell population,21,"Describe the acceptance criteria (AC) for your initial cells (i.e. the quality criteria for your proliferating cell line, tissue for isolation, organism, etc.). Which specifications do you consider to describe the material, which quality control criteria have to be fulfilled (e.g. pathogen-free)? Which functional parameters (e.g. certain biological responses to reference substances) are important? For iPSC maintenance: How do you control pluripotency? How stable are your cells over several passages? Which passage(s) are valid? For primary cells: Show stability and identity of supply; demonstrate stability of function (e.g. xenobiotic metabolism). Quantitative definitions for AC should be given based on this defining information. Exclusion criteria (features to be absent) are also important. As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems.",gpt-5.4-mini,yellow,"article, combined, meta_data, protocol, sop, toxtemp"
145,3. Description of general features of the test system source,3. Test system source,3.4 Acceptance criteria for source cell population,21,"Describe the acceptance criteria (AC) for your initial cells (i.e. the quality criteria for your proliferating cell line, tissue for isolation, organism, etc.). Which specifications do you consider to describe the material, which quality control criteria have to be fulfilled (e.g. pathogen-free)? Which functional parameters (e.g. certain biological responses to reference substances) are important? For iPSC maintenance: How do you control pluripotency? How stable are your cells over several passages? Which passage(s) are valid? For primary cells: Show stability and identity of supply; demonstrate stability of function (e.g. xenobiotic metabolism). Quantitative definitions for AC should be given based on this defining information. Exclusion criteria (features to be absent) are also important. As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems.",o3-mini,yellow,"article, combined, meta_data, protocol, sop, toxtemp"
146,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",gpt-4o-mini_temp0,yellow,"combined, toxtemp"
147,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",gpt-5-mini,yellow,"combined, toxtemp"
148,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",gpt-5-nano,yellow,"article, combined, protocol, sop, toxtemp"
149,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",gpt-5.4-mini,yellow,"article, combined, protocol, sop, toxtemp"
150,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",gpt-5.4-nano,yellow,"combined, toxtemp"
151,3. Description of general features of the test system source,3. Test system source,3.5 Variability and troubleshooting of source cells,22,"Name known causes of variability of the initial cells/source cells. Indicate critical consumables or batch effects (e.g. relevance of the plate format and supplier, batch effects of fetal calf serum (FCS) or serum replacement, critical additives like type of trypsin, apo-transferrin vs. holo-transferrin, etc.). Indicate critical handling steps and influencing factors (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density, washing procedures, etc.). As in 3.3., special/additional requirements apply to genetically-modified cells and microphysiological systems, e.g. dependence on matrix chemistry and geometry, dependence on microfluidics system, consideration of surface cells vs core cells, etc. Give recommendations to increase/ensure reproducibility and performance.",o3-mini,yellow,"article, combined, protocol, readme, sop, toxtemp"
152,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",gpt-4o-mini_temp0,yellow,"combined, toxtemp"
153,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",gpt-5-mini,yellow,"article, combined, sop, toxtemp"
154,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",gpt-5-nano,yellow,"article, combined, protocol, sop, toxtemp"
155,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",gpt-5.4-mini,yellow,"abstract, article, combined, description, dmp, protocol, sop, toxtemp"
156,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",gpt-5.4-nano,yellow,"article, combined, toxtemp"
157,3. Description of general features of the test system source,3. Test system source,3.6 Differentiation towards the final test system,23,"Describe the principles of the selected differentiation protocol, including a scheme and graphical overview, indicating all phases, media, substrates, manipulation steps (medium change/re-plating, medium additives, etc.). Special/additional requirements apply to microphysiological systems and organoids: e.g. cell printing, self-aggregation/self-organisation process, interaction with the matrix, geometrical characterization (size/shape), etc.",o3-mini,yellow,"article, combined, protocol, sop, toxtemp"
158,3. Description of general features of the test system source,3. Test system source,3.7 Reference/link to maintenance culture protocol,24,"Provide the SOP of the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are frozen stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",gpt-5-nano,orange,"article, combined, protocol"
159,3. Description of general features of the test system source,3. Test system source,3.7 Reference/link to maintenance culture protocol,24,"Provide the SOP of the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are frozen stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",o3-mini,orange,"article, combined"
160,4. Definition of the test system as used in the method,4. Test system definition,4.1 Principles of the culture protocol,25,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",gpt-4o-mini_temp0,green,"article, combined, toxtemp"
161,4. Definition of the test system as used in the method,4. Test system definition,4.1 Principles of the culture protocol,25,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",gpt-5-nano,green,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop, toxtemp"
162,4. Definition of the test system as used in the method,4. Test system definition,4.1 Principles of the culture protocol,25,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",gpt-5.4-mini,green,"abstract, article, combined, description, meta_data, processed_data, protocol, readme, sop, toxtemp"
163,4. Definition of the test system as used in the method,4. Test system definition,4.1 Principles of the culture protocol,25,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",o3-mini,green,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop, toxtemp"
164,4. Definition of the test system as used in the method,4. Test system definition,4.2 Acceptance criteria for assessing the test system at its start,26,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",gpt-4o-mini_temp0,yellow,"combined, toxtemp"
165,4. Definition of the test system as used in the method,4. Test system definition,4.2 Acceptance criteria for assessing the test system at its start,26,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",gpt-5-mini,yellow,"article, combined"
166,4. Definition of the test system as used in the method,4. Test system definition,4.2 Acceptance criteria for assessing the test system at its start,26,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",gpt-5-nano,yellow,"abstract, article, combined, protocol, sop"
167,4. Definition of the test system as used in the method,4. Test system definition,4.2 Acceptance criteria for assessing the test system at its start,26,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",gpt-5.4-mini,yellow,"article, protocol, sop, toxtemp"
168,4. Definition of the test system as used in the method,4. Test system definition,4.2 Acceptance criteria for assessing the test system at its start,26,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",o3-mini,yellow,"article, combined, processed_data, protocol, sop, toxtemp"
169,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",gpt-4o-mini_temp0,yellow,"combined, toxtemp"
170,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",gpt-5-mini,yellow,"article, combined, protocol"
171,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",gpt-5-nano,yellow,"article, combined, meta_data, processed_data, protocol, sop, toxtemp"
172,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",gpt-5.4-mini,yellow,"abstract, article, combined, protocol, sop, toxtemp"
173,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",gpt-5.4-nano,yellow,"combined, toxtemp"
174,4. Definition of the test system as used in the method,4. Test system definition,4.4 Variability of the test system and troubleshooting,28,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",o3-mini,yellow,"article, combined, meta_data, protocol, sop, toxtemp"
175,4. Definition of the test system as used in the method,4. Test system definition,4.5 Metabolic capacity of the test system,29,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,gpt-5-mini,yellow,combined
176,4. Definition of the test system as used in the method,4. Test system definition,4.5 Metabolic capacity of the test system,29,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,gpt-5-nano,yellow,"article, combined, meta_data, protocol, readme, sop"
177,4. Definition of the test system as used in the method,4. Test system definition,4.5 Metabolic capacity of the test system,29,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,gpt-5.4-mini,yellow,"abstract, article, protocol"
178,4. Definition of the test system as used in the method,4. Test system definition,4.5 Metabolic capacity of the test system,29,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,o3-mini,yellow,"article, combined, meta_data, protocol, sop"
179,4. Definition of the test system as used in the method,4. Test system definition,4.6 Omics characterization of the test system,30,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",gpt-5-mini,orange,"article, combined, dmp, protocol, sop, toxtemp"
180,4. Definition of the test system as used in the method,4. Test system definition,4.6 Omics characterization of the test system,30,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",gpt-5-nano,orange,"article, combined, dmp, protocol, toxtemp"
181,4. Definition of the test system as used in the method,4. Test system definition,4.6 Omics characterization of the test system,30,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",gpt-5.4-mini,orange,"article, combined, processed_data, protocol"
182,4. Definition of the test system as used in the method,4. Test system definition,4.6 Omics characterization of the test system,30,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",gpt-5.4-nano,orange,"article, combined"
183,4. Definition of the test system as used in the method,4. Test system definition,4.6 Omics characterization of the test system,30,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",o3-mini,orange,"article, combined, dmp, protocol, sop, toxtemp"
184,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,gpt-4o-mini_temp0,yellow,"combined, toxtemp"
185,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,gpt-5-mini,yellow,"article, combined, protocol, sop"
186,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,gpt-5-nano,yellow,"article, combined, meta_data, protocol, sop"
187,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,gpt-5.4-mini,yellow,"article, combined, description, meta_data, sop"
188,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,gpt-5.4-nano,yellow,"article, combined"
189,4. Definition of the test system as used in the method,4. Test system definition,4.7 Features of the test system that reflect the in vivo tissue,31,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,o3-mini,yellow,"abstract, article, combined, description, meta_data, processed_data, protocol, sop, toxtemp"
190,4. Definition of the test system as used in the method,4. Test system definition,4.8 Commercial and intellectual property rights aspects of cells,32,Are there elements of the test system that are protected by patents or any other means?,gpt-5-mini,orange,"article, combined, sop"
191,4. Definition of the test system as used in the method,4. Test system definition,4.8 Commercial and intellectual property rights aspects of cells,32,Are there elements of the test system that are protected by patents or any other means?,gpt-5-nano,orange,"article, combined"
192,4. Definition of the test system as used in the method,4. Test system definition,4.8 Commercial and intellectual property rights aspects of cells,32,Are there elements of the test system that are protected by patents or any other means?,gpt-5.4-mini,orange,"article, combined, description, protocol"
193,4. Definition of the test system as used in the method,4. Test system definition,4.8 Commercial and intellectual property rights aspects of cells,32,Are there elements of the test system that are protected by patents or any other means?,o3-mini,orange,"article, combined, dmp, sop"
194,4. Definition of the test system as used in the method,4. Test system definition,4.9 Reference/link to the culture protocol,33,"Fill only if section 3 has not been answered. Provide the SOP for the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are freezing stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",gpt-5-mini,orange,combined
